Generation,Minimum Fitness,Maximum Fitness,Average Fitness,Standard deviation
1,22.6,45.367,32.887,5.51
2,22.567,37.633,29.584,4.07
3,22.2,33.467,27.256,3.149
4,21.933,30.5,25.736,2.391
5,21.867,28.533,24.516,1.922
6,21.767,26.467,23.539,1.434
7,21.6,25.267,22.82,0.987
8,21.433,24.3,22.357,0.757
9,21.267,23.767,22.076,0.557
10,21.067,22.633,21.833,0.398
11,20.7,22.533,21.629,0.482
12,20.633,22.567,21.459,0.513
13,20.467,22.367,21.265,0.516
14,20.333,22.133,21.055,0.439
15,20.133,21.833,20.908,0.421
16,20.033,22.2,20.799,0.499
17,19.9,21.6,20.605,0.451
18,19.667,21.533,20.48,0.481
19,19.667,21.533,20.355,0.503
20,19.533,21.2,20.163,0.452
21,19.233,21.1,20.0,0.457
22,18.967,20.9,19.809,0.465
23,18.8,20.533,19.655,0.445
24,18.767,20.7,19.529,0.489
25,18.633,20.8,19.371,0.537
26,18.267,20.433,19.172,0.533
27,18.167,20.2,18.964,0.518
28,17.9,19.6,18.761,0.476
29,17.9,19.6,18.573,0.45
30,17.6,19.7,18.396,0.517
31,17.4,19.3,18.237,0.451
32,17.333,19.133,18.097,0.429
33,17.233,19.167,17.959,0.495
34,17.2,18.833,17.801,0.441
35,17.1,18.8,17.685,0.44
36,16.9,18.5,17.521,0.41
37,16.833,18.467,17.389,0.409
38,16.733,18.1,17.236,0.336
39,16.733,18.167,17.124,0.341
40,16.6,17.7,17.013,0.253
41,16.467,17.8,16.944,0.313
42,16.267,17.767,16.863,0.351
43,16.3,17.633,16.768,0.33
44,16.2,17.567,16.693,0.343
45,16.133,17.433,16.591,0.301
46,15.933,17.333,16.493,0.326
47,15.8,17.467,16.427,0.355
48,15.633,17.3,16.335,0.42
49,15.567,17.133,16.228,0.412
50,15.533,17.0,16.075,0.406
51,15.433,17.1,15.917,0.434
52,15.333,16.6,15.771,0.319
53,15.3,16.433,15.663,0.301
54,15.167,16.533,15.592,0.311
55,15.167,16.233,15.507,0.272
56,15.1,16.467,15.436,0.317
57,14.9,16.4,15.359,0.344
58,14.6,15.833,15.233,0.287
59,14.567,16.033,15.161,0.361
60,14.5,15.7,15.063,0.342
61,14.467,16.067,14.977,0.43
62,14.4,15.867,14.827,0.377
63,14.167,15.533,14.708,0.339
64,14.033,15.367,14.6,0.306
65,13.8,15.5,14.523,0.383
66,13.733,15.4,14.407,0.438
67,13.533,15.3,14.263,0.437
68,13.333,15.067,14.12,0.428
69,13.333,14.967,14.009,0.412
70,13.267,14.7,13.867,0.406
71,13.233,14.767,13.744,0.407
72,13.167,14.433,13.608,0.36
73,13.033,14.367,13.459,0.366
74,12.967,14.567,13.352,0.344
75,12.967,14.2,13.283,0.288
76,12.933,14.2,13.239,0.309
77,12.8,14.333,13.188,0.348
78,12.667,14.067,13.104,0.324
79,12.7,13.733,13.02,0.251
80,12.7,13.633,12.96,0.222
81,12.6,13.567,12.901,0.248
82,12.567,13.6,12.847,0.254
83,12.433,13.633,12.784,0.281
84,12.233,13.6,12.74,0.311
85,12.2,13.667,12.687,0.334
86,12.167,13.5,12.581,0.333
87,11.967,13.233,12.457,0.33
88,11.933,13.533,12.388,0.386
89,11.767,13.033,12.273,0.301
90,11.767,13.333,12.22,0.372
91,11.767,12.967,12.139,0.317
92,11.733,13.167,12.091,0.343
93,11.6,12.5,11.987,0.264
94,11.567,13.233,11.937,0.4
95,11.433,13.0,11.828,0.37
96,11.4,12.667,11.737,0.307
97,11.3,12.567,11.68,0.296
98,11.1,12.667,11.627,0.351
99,11.1,12.7,11.561,0.36
100,11.1,12.067,11.437,0.272
101,11.0,12.2,11.337,0.292
102,10.967,12.333,11.272,0.314
103,10.867,12.067,11.208,0.262
104,10.8,12.1,11.176,0.287
105,10.6,12.267,11.137,0.357
106,10.633,12.067,11.096,0.363
107,10.333,12.067,10.987,0.415
108,10.167,11.967,10.892,0.404
109,10.3,12.1,10.784,0.418
110,10.267,11.667,10.664,0.366
111,10.267,11.567,10.56,0.344
112,10.267,11.167,10.469,0.233
113,10.167,11.267,10.412,0.242
114,10.1,11.267,10.373,0.276
115,9.967,11.2,10.308,0.261
116,9.933,11.233,10.277,0.298
117,9.867,11.2,10.236,0.282
118,9.767,11.1,10.171,0.318
119,9.7,11.333,10.129,0.402
120,9.7,11.267,10.043,0.389
121,9.5,10.8,9.916,0.302
122,9.367,10.5,9.823,0.287
123,9.333,10.733,9.736,0.308
124,9.3,10.633,9.671,0.314
125,9.3,10.367,9.575,0.283
126,9.267,10.567,9.529,0.333
127,9.233,10.267,9.437,0.259
128,9.2,10.833,9.417,0.345
129,9.167,10.567,9.384,0.315
130,9.167,10.133,9.339,0.229
131,9.0,10.433,9.323,0.311
132,9.0,10.167,9.285,0.253
133,9.0,10.033,9.237,0.235
134,9.0,10.133,9.205,0.25
135,8.9,10.133,9.177,0.26
136,8.833,9.933,9.135,0.238
137,8.833,9.933,9.092,0.259
138,8.767,10.433,9.068,0.367
139,8.667,10.133,9.005,0.335
140,8.633,9.7,8.935,0.244
141,8.633,9.833,8.904,0.31
142,8.6,9.633,8.831,0.261
143,8.533,9.6,8.777,0.244
144,8.5,9.967,8.76,0.32
145,8.467,9.433,8.695,0.225
146,8.367,9.267,8.644,0.228
147,8.333,9.6,8.619,0.323
148,8.3,9.5,8.536,0.293
